,index,id,theta1,theta2,theta3,theta4,theta5,theta6,thetad1,thetad2,thetad3,thetad4,thetad5,thetad6,tau1,tau2,tau3,tau4,tau5,dm1,dm2,dm3,dm4,dm5,da1,da2,da3,da4,da5,db1,db2,db3,db4,db5,target
755,2349,2349,-0.007972834,-0.782449263,1.890179432,0.340145401,-0.491872989,2.250079628,2.587078891,2.509459026,2.352462031,2.295284842,1.183839501,1.550326167,44.13416344,56.98259334,53.14561668,67.47740926,55.61767724,0.887805487,2.32945999,1.088841123,1.445652951,0.899021137,2.423249991,2.324311021,2.093750182,2.544017136,1.203914103,2.211135843,2.574546382,2.307588367,1.215971368,1.200533768,0.718438317
756,618,618,-1.005431173,0.140491473,0.056508964,-0.429133173,0.715299667,-0.285021855,-1.562020835,-0.969843669,1.852548646,-2.022429494,1.497288245,0.542776632,38.57177855,-35.82740293,-65.74205253,70.83833632,66.7667943,2.051706712,2.990098237,2.618024297,1.003629279,0.299410561,0.084977478,1.283110524,1.395395383,1.223989012,1.464213783,0.407735547,1.899993459,1.050809079,1.199676633,0.016095767,-0.045506935
757,4474,4474,1.318698777,1.227376255,2.810614812,-0.091952438,-1.994140809,2.22596545,-0.072971122,3.003463148,-0.64556637,0.633811317,1.731678223,-0.251855343,47.19597102,-2.439239711,-46.18694015,-56.60728401,-25.25287327,1.945665449,2.30923446,1.938647638,0.76208613,0.143440501,1.817663431,1.426315344,0.748514355,1.145684099,2.46245616,1.783876184,2.39658175,1.449460762,1.144485205,1.643713898,0.21817734
758,4120,4120,-1.556150548,-0.16685414,2.294685971,-1.007838068,0.720470411,1.924606577,-0.65331266,2.51887637,2.000541982,2.349862703,0.762730184,2.355846206,-33.6026915,35.94313784,-53.53868427,59.49824071,3.333198421,1.059277862,2.77777788,0.936570322,0.248059258,2.821086891,0.843053362,1.823654728,1.76015739,1.365330119,1.817127027,0.921735387,2.773380662,3.068740284,0.463283582,1.55945321,1.444097975
759,2532,2532,0.03293747,1.104610724,-1.283355895,-0.112706394,-2.780623198,1.162576506,0.285637663,1.414391086,2.529143295,-0.412783338,-0.30935017,0.232179027,-60.19252537,-66.12986354,-31.21507569,-11.06371121,-74.25481642,2.279094604,3.171039556,0.950646447,1.093757734,0.624461364,2.047272029,1.540493897,2.779551176,0.762694949,0.906166179,1.778478809,1.36449435,0.516485719,3.205494553,1.719860275,0.141533944
760,6421,6421,1.48601884,2.174314816,0.352841212,2.164951294,1.657994488,-1.914010901,-1.031110802,-0.250983128,0.003042303,0.721455118,1.89252551,0.933354967,40.90687512,-55.44479495,35.99949941,-4.26325901,16.66546463,1.407541432,1.706739222,0.409195522,1.671670901,0.603377954,1.267058775,2.50500672,1.764873611,1.242616353,1.735723997,1.500785372,0.504754659,2.637873285,0.322278179,1.186122914,0.405930212
761,1920,1920,-0.612095705,-1.72433129,0.619777195,2.323205263,1.913209537,1.439688752,-1.432062108,1.928266429,-1.906748588,1.721293299,-2.111732157,-0.027201513,40.43193743,75.24146233,-37.31679275,-23.89439592,-28.72889162,2.531288009,0.683645094,0.968595475,0.141238607,1.650757619,1.889284516,0.981445363,1.319656977,1.594488341,1.981029298,1.307227338,1.170256273,0.889926971,2.608799235,1.865618106,0.078816886
762,2996,2996,1.801391915,-1.138475581,-1.844312248,0.518231418,2.168890005,-0.919421216,0.49524582,2.883370952,-2.913909856,1.98172661,0.463154758,-0.467556235,16.04120389,-24.79630771,-52.95269829,-71.88727367,43.78351515,1.9400165,1.136350876,0.738025415,1.767956037,3.09355731,1.829214472,1.180135221,0.966105973,0.912644341,2.144771366,1.377284136,1.567779899,1.188214607,1.889539008,2.731072644,0.652580835
763,3356,3356,-1.513270336,1.723228019,2.082584101,2.303204235,-0.148506984,-0.165914134,0.32749298,-0.262644626,0.815583443,0.073259803,-0.43441046,-0.457582609,-52.75183455,37.85259136,-62.70840186,-73.52605108,-61.73569561,1.048214218,0.376416034,0.623395388,0.711695694,-0.639877788,0.819407327,0.773124736,2.217398441,3.660340749,0.505326621,2.747986706,1.706682682,1.233051669,1.542508787,0.377522621,1.048505411
764,1053,1053,-1.037181013,-2.125795102,-1.776991877,-1.054314493,0.374369324,-0.300731046,-1.514361693,-2.838850177,-0.069803966,-0.314120098,1.575574759,-0.85823728,73.44658226,0.468525349,-53.95931496,-48.48171265,-33.58536278,1.833117547,-0.45029434,1.44737155,2.256581185,1.447371624,1.688632071,-0.370808255,1.076500432,1.41971027,0.553952215,0.785584887,0.466534039,0.540999455,0.203207576,1.479143403,0.545834411
765,3957,3957,-0.803650164,2.188534991,1.360493492,-0.817830683,0.680669165,-0.574341038,0.822656073,0.101125629,-2.00104928,-1.879139381,2.142990336,-1.223593927,-9.548126242,67.33418738,30.11483175,33.97109766,54.910606,0.077860747,2.433267319,1.494790118,1.824654456,2.578876903,1.942928794,0.245419847,1.851417442,1.050305764,0.823717969,1.733688955,1.887007081,1.564336525,1.694894273,0.611427626,0.565184435
766,6073,6073,-1.681468399,0.093182439,2.748174477,0.865023643,-1.044701963,2.300674687,-1.834793285,1.300465357,-0.084336772,-1.827351964,0.147237007,-2.150909404,-16.65899788,-17.22460499,54.35325698,-23.43801613,-72.11063299,2.710948909,0.677632885,1.191937549,2.773100371,2.353315764,2.864467276,2.312396976,2.417315982,1.338112444,2.678894059,0.212175334,0.014746673,3.33447542,2.413493816,1.717084169,0.461638152
767,4969,4969,0.15548754,-0.841596235,-1.85611404,0.669504659,2.462310044,-0.132346321,-1.288099114,2.040255519,2.046677222,-2.077314634,2.097990897,3.085400627,12.88596686,-56.70768578,72.82080352,-11.0649821,-49.06972711,-0.308568427,0.76805624,1.1203567,0.549170082,2.340044251,2.583052802,2.025488595,1.668075653,0.73194773,0.460257995,1.735057808,1.23336458,1.505033774,1.075184487,2.201873732,0.080531375
768,3773,3773,-1.056248775,-1.428807655,2.512365283,-1.119371535,2.235500083,-0.494238179,2.260350413,0.873752614,2.071331318,-0.518329158,0.993527614,1.082191051,64.8524367,-61.50521406,-56.74061925,-40.075649,-21.2150064,0.823715623,1.126822165,1.080480882,1.503359277,1.710122781,2.659415479,-0.107022819,0.722144616,0.946214348,0.734973654,1.841125804,2.271733819,2.971021953,1.743264926,1.902575201,-0.17007278
769,4423,4423,0.562238949,-0.549751467,1.1106201,2.692236071,1.468499138,-0.058623381,1.64683883,-1.97601689,0.477048974,-0.485605809,1.453443414,-1.06430763,-73.93552566,-5.349285438,19.3192053,-4.64829009,65.1140494,1.514279241,1.25960587,2.007514456,1.806586606,1.077944099,1.768024917,1.762027682,2.575649449,1.220170644,0.898074688,2.327583778,1.206168414,1.251909327,1.615469743,2.39566974,-0.592781849
770,2535,2535,1.708824905,-1.753878722,-2.006007985,-1.139364978,2.483237461,0.864236904,0.293527649,0.434712001,-1.348682277,-0.911211292,-1.54112411,1.604015054,-40.04278096,-62.30914275,37.90543499,29.86495815,28.97372569,2.110368006,2.143312907,1.65644345,0.01525599,1.085058792,1.743507637,0.465337763,0.201052492,1.172935968,1.483060087,1.914600974,0.882867,1.100162552,2.46739816,3.037092356,0.668656736
771,2431,2431,-1.432271773,-1.86279537,1.51144421,-0.08950183,-0.044667849,-0.783778125,-0.194429612,-0.796070729,0.342184434,-0.937394242,1.280319731,2.264773244,36.61571831,41.44424825,-59.71169322,-32.93499989,-6.830442942,1.901849039,0.753347788,1.850587253,1.847250129,1.855679758,0.64444723,0.826941355,0.784026156,2.52672227,3.023915599,1.245240176,2.920715388,2.312831265,3.366410546,1.908895088,0.589297246
772,5125,5125,-1.506915384,-0.949054402,-1.061854131,-2.180480053,-0.527906884,1.211574229,-0.692995233,-1.053142452,1.86956487,-0.587745249,-1.995777777,2.529088931,-27.32728661,43.15169134,-18.4570581,1.337540058,-15.0363892,1.632151745,2.297761848,0.334550889,-0.137085173,2.030918761,1.104655048,-0.033415154,1.475127785,2.088197679,2.380904323,2.637644549,0.381697208,3.065200636,1.17632945,1.949871311,0.685875765
773,6273,6273,-1.190004563,1.707810589,-1.367991238,-0.704999177,0.703382065,1.860050215,1.098837834,-1.805539427,-0.86180146,-1.807776827,1.710139521,1.912694321,30.52622427,-73.30360962,-46.58365806,-26.07054428,7.694465911,0.456814523,1.089834888,2.907451299,1.862559309,0.239178356,1.742564036,0.945989524,1.665923277,2.0476813,1.03296618,0.137991686,1.389604108,2.171298851,1.913454285,2.90022952,0.26794603
774,893,893,-0.233383332,2.580175939,-2.106709534,0.540972841,2.912575084,-0.57694911,0.931342079,1.395109835,-1.212196712,1.64000823,0.823295157,0.051719022,8.365312245,-2.095487259,51.00554367,11.63653022,-24.66952845,3.048328099,1.318961318,2.00163637,3.526177916,0.600948844,1.479973744,2.360054167,2.241634873,1.584414433,1.617705116,2.158242044,0.568875269,0.65859241,1.58038974,2.36231232,-0.133619876
775,1006,1006,-0.536125609,2.766344836,1.897913172,1.450468493,-1.258111441,-0.926321436,-0.069067435,-1.628109687,-2.814300363,0.256770498,-2.293036743,0.802889962,-27.63963447,-12.04391452,-2.226969417,-32.51899253,-24.77294529,-0.038693558,1.399667679,0.931748077,0.979326854,2.063619319,0.589427026,1.364395522,0.500314666,2.188490615,1.339380673,0.158342578,3.301903362,1.52839021,1.01621614,2.110479119,0.471748957
776,665,665,-1.288268976,-1.908360085,-1.906727246,1.731023658,1.871199883,-0.67154281,0.735857595,1.293809739,2.008406532,0.415238288,-1.22335769,0.681873132,-50.4828473,-41.45033162,30.22034415,46.86864278,-61.60328232,1.305871862,1.1930238,1.243749565,2.60736048,0.534568664,1.94463584,0.789801974,0.31632309,2.939730651,2.133030483,2.110715093,0.651733154,0.854663131,0.40738743,2.222975108,1.094720929
777,1893,1893,1.52561803,2.296524187,-0.686669167,0.264825316,-1.79831715,1.46912926,0.080202095,-0.05897947,1.681983038,0.983219127,2.769185405,1.83795073,42.75864145,54.44906385,-51.55058427,-24.92476727,61.39154388,1.171036832,0.519660681,0.379262607,1.051555472,1.936084815,1.945409535,2.969563867,2.668721316,1.138888763,2.662111986,2.463857047,0.072511618,1.513381695,1.733583909,2.045143268,-1.019783244
778,1105,1105,-2.145629799,1.99800225,2.625541198,0.501464949,0.682392804,-0.879033863,-0.016619227,-2.079950915,1.678062423,2.977255273,-1.171054265,0.135356633,-68.49807256,-62.96193305,58.09715857,13.92032915,-67.96073786,1.332378283,0.367976378,0.924127079,0.334022175,0.998835086,0.369396756,3.019662869,0.768944861,2.135804239,1.845097015,3.340811043,2.135466319,2.424489252,1.402717205,3.691109119,-0.263078764
779,5306,5306,0.799539855,1.645867635,-0.669701864,-2.371143533,2.092532845,2.494176878,-0.19690546,0.848599665,1.015222881,0.503431507,1.635151273,0.578944695,19.72560368,-15.14432966,-72.52866306,-8.359951994,25.69657287,2.811505502,1.665607521,2.426434445,2.008010614,1.486007917,2.646927424,0.557490391,0.879366022,2.311739862,2.924856125,1.562868369,0.73054651,0.093847354,1.00827445,1.692701904,0.727450254
780,6845,6845,0.081914774,-0.244016334,-0.945254386,-0.824169353,1.077666052,1.958700942,-0.030907216,1.287861614,1.188143369,0.751252286,2.955412097,0.408882777,-71.09443652,-68.55781074,-65.47592517,-25.01703241,-36.52369254,1.30629183,2.932722556,1.450491421,2.752514718,2.18907046,3.183781369,0.708610171,1.463423665,1.086149021,1.177692433,1.558011491,2.587479592,1.435392435,2.847441968,1.395301577,0.868092697
781,4611,4611,-0.806583897,1.564916701,1.493909988,-1.390829932,-1.796000774,0.090813401,1.908545619,-0.790023535,-0.389697025,1.626673115,-0.573866322,-0.526768465,69.92844345,-33.07683444,0.294761952,-61.19689646,-73.68641973,2.170828452,1.742534573,1.623708697,1.789039516,2.182040285,1.746891905,2.618717271,1.405753536,0.858546123,1.349801337,0.155262216,2.989019081,2.463671374,1.901287302,2.7864136,0.305996541
782,3710,3710,0.06768192,0.834288464,0.373124607,-1.085535464,2.233470571,1.042364037,1.229468618,2.225294946,1.589571895,-0.873464311,-0.264693132,1.377266515,-72.57619596,51.34128321,48.83998969,66.17709479,46.69697989,1.594796646,2.857578816,1.231203974,2.754952195,2.418935474,2.02655024,0.693784379,2.241296672,0.976468515,2.590940143,1.868450173,0.627368731,3.023141525,2.438870951,1.019575961,1.323297012
783,5350,5350,-2.00660088,0.583901173,-1.124007878,0.397495836,-0.104458253,0.442354368,-0.512037147,-1.212231106,-1.163625692,0.327899173,2.717459171,-2.587065321,48.34374038,-12.98513167,-15.45855323,59.92365958,-54.5067199,1.808589874,3.009952184,-0.312494598,0.79894933,1.738743999,2.425261304,1.37482304,0.589544472,0.499433151,1.737763767,1.259783234,1.616936308,0.723200917,1.005587496,0.762504754,0.29915227
784,3010,3010,0.327892277,-0.060924745,1.814580947,-0.861454555,-2.242764558,1.546231694,-1.09078359,-0.337596877,0.289153865,-2.693042324,-0.680111142,0.867336125,-33.97840501,8.33324591,-62.36183087,10.19161279,72.86673727,1.84844963,1.212313237,2.235642735,1.989870596,1.898429501,1.940283551,1.260917469,0.664424519,0.460339342,2.491512441,1.472039134,0.921268809,2.792781105,1.31527019,1.759749248,-0.240218426
785,7686,7686,-0.841068232,1.303351274,1.899341388,-0.633794331,1.395091015,-1.650693121,2.469591373,1.772426692,-1.148813498,-0.180187608,-0.851327506,1.710774784,-52.33485782,-22.65711889,-74.24846714,48.57258162,16.81331537,2.604162072,1.969256527,1.027811536,0.470115768,2.65563402,1.731665631,1.58504666,2.027100066,1.843042567,1.367306836,2.56357718,1.864793227,1.090877948,1.238918471,2.116285711,-0.085258431
786,2112,2112,-1.605078671,1.403525375,0.965388717,-0.241631621,2.197265466,0.237204238,0.220388123,0.667945726,-0.330514506,-2.109322193,1.79375687,1.117242419,54.22377789,22.82617905,13.68524186,71.32485168,69.58414373,2.607612084,0.24097992,2.988367757,1.548100844,1.386427523,0.044574861,2.161149412,1.945092242,1.497850251,1.559943981,1.21651294,2.019010696,1.840765818,0.854785324,1.102742038,0.081114183
787,822,822,-0.818142872,2.569248732,-0.456751408,-1.777466371,1.094293252,-1.302257815,2.500421816,1.423323458,2.615264552,-1.449782042,-1.889446519,-2.857388332,66.47414299,32.14021548,-23.81401468,54.92897336,-20.06433937,1.00107518,1.196776798,2.326509735,1.955724182,1.938197245,1.413021459,2.355034297,1.415912275,2.581989248,1.55072724,2.456677752,0.523985894,0.94785901,2.575555183,0.558655643,-0.349401902
788,5827,5827,1.375503306,0.513593399,2.148955393,2.405184583,-0.123436231,-0.463032748,-2.630655064,0.339802639,0.360175594,2.98937873,-0.398710854,0.832594864,57.52019414,-13.69757821,36.46634978,16.8251842,-39.21769497,2.333068346,3.043507715,2.459165614,1.178767112,1.291158427,1.872147078,1.943947857,0.72633875,1.799836281,2.468795073,1.906664409,2.251180564,1.486120991,1.382586701,2.560412952,0.848309619
789,201,201,-1.415289867,-0.484672378,-0.075666163,-0.213904945,-0.431612575,-0.472039221,1.972201913,-1.908560697,-0.357871605,0.32598638,1.583002639,-1.450009345,-4.942027342,-2.73119404,37.7920362,47.78951761,74.36658402,1.378226183,2.254907319,0.835402831,2.650331619,1.029645825,1.795338609,2.307625307,0.60885442,1.451700158,3.329423143,2.396085524,0.692732149,1.114286522,2.694969107,1.484504966,0.14461034
790,2232,2232,1.444007283,-0.427170679,-2.121159368,-0.388721271,-1.753726465,0.187186416,-3.014700697,1.567684119,-2.147347796,0.522806912,1.902815722,0.027914125,-56.23282185,-30.96543348,57.06562308,59.63354011,-1.21266896,0.795322571,0.576772113,1.436139643,3.252069438,2.241735006,1.722154527,1.109074469,0.098031053,0.930635606,1.432320094,1.356538912,2.445636482,-0.222002853,2.890898601,2.41523694,-0.289675585
791,5533,5533,2.364833122,-0.584851,-0.942879396,-0.867931573,2.787090654,-1.026740694,1.594004865,-1.171450236,-2.392968646,1.511777886,-1.061369323,2.557033126,28.22118519,-0.049448791,-65.72549766,68.92258689,-6.530520276,1.144038933,1.274605466,2.733625746,0.983568073,2.067790563,0.124295429,2.750124971,0.531135216,0.422332609,1.995749942,0.927055757,0.931802296,2.102469771,2.452666898,0.426792107,-0.324355578
792,4488,4488,1.390272553,1.38568607,1.427350993,-1.35781034,-0.254495355,-1.361882095,1.032420057,-1.674678707,2.250594451,-1.871469637,-0.053303525,-0.940164106,-20.80024047,24.5176437,72.73633187,10.71938153,25.89171186,1.382735171,1.778603674,2.023412167,1.445643804,0.336769396,1.243751527,1.881120968,1.845841437,2.118927,2.114689644,1.352913941,1.746386128,2.196904282,1.402875791,2.222641026,-0.331845897
793,8041,8041,2.249351876,0.122295136,-0.52897913,-2.045068742,0.861160066,-1.159238862,1.728466496,-0.63902274,-2.088507379,1.893989484,0.347842655,2.435808283,43.21262751,61.60396876,15.35286935,-53.33836098,-40.01328847,-0.610105541,2.117703357,1.734076467,2.510930386,2.523691943,2.601282383,2.165976304,2.349557483,0.73541124,1.647786454,1.11025217,2.180855672,2.127419138,1.663304812,0.302831649,0.110577245
794,5293,5293,0.047150055,1.236908752,-0.043983921,-1.079707949,2.246868414,3.088465978,0.675509076,0.177019356,1.514553104,0.461490496,0.496136616,-1.74879103,64.01551946,-64.00799551,-58.0743938,37.02871167,69.24348581,1.265303,1.152883323,0.652848794,0.692787576,1.545975795,1.860152096,0.987299569,1.125803895,1.644117572,1.138484591,1.269081884,1.153019039,0.77140536,1.381025059,0.77391155,-0.312795922
795,4035,4035,1.796021264,1.534598971,-0.54415983,2.009323621,0.932031809,1.811730133,-1.122794332,-0.449293244,-0.769625307,-1.369927682,0.031805884,-1.485575384,14.00400321,-50.20364548,25.46077149,-3.929782161,-32.5331604,1.44869477,1.317408793,0.704662018,2.129157183,1.798927978,1.727352003,2.206809052,0.648628615,1.092251506,2.516265506,0.617021541,1.522786379,2.245977378,2.571900275,1.79079107,0.388579638
796,6994,6994,0.549932583,2.450815788,-1.198740209,-1.239917444,0.650709384,-0.264213644,-1.646755605,1.871236744,2.573403629,-1.679236137,-1.526920816,0.255356332,14.98945107,-0.834552927,62.20692722,-47.67680692,24.23800292,0.342334227,0.768562141,3.376165431,1.427082722,0.980973362,1.884819069,1.296254049,1.940772771,0.649492878,2.632331109,0.256907515,0.507753081,2.147713695,3.902562894,2.845245643,-0.168054312
797,5695,5695,0.94799953,1.221505252,0.309798266,-1.191085436,-0.824086815,2.338766943,-1.676163388,-0.982205512,1.939126948,-0.240543415,2.257558873,-1.505586604,14.23534387,29.51867615,59.18178391,-70.25289489,-51.5207874,1.993900249,1.939707239,1.020899329,1.095652177,2.008537866,2.763763156,1.490980962,1.368618575,2.801536463,2.064179861,1.719173167,2.264488605,2.176861983,2.69163448,2.801710363,0.081115107
798,3177,3177,1.382409719,-2.520775748,0.63976843,-1.545379431,-0.822309459,-2.676297094,-0.586827461,0.083014862,-2.376319735,1.53066219,0.317351533,-0.979495959,26.08392628,-68.89433067,-63.12735836,49.41303689,-57.24656341,0.797092127,3.056020435,0.746454868,1.320494312,0.955427811,2.466807257,2.520158693,2.689233953,2.995823672,0.920610177,1.404288611,2.814820704,0.678102606,0.980833002,0.888915495,0.533763644
799,8143,8143,0.562306386,0.1335761,-1.431540739,1.921402098,2.242234492,-2.108993253,0.928121168,1.399030392,-0.69495847,2.62158044,0.445322363,0.851897661,21.9796989,10.2526937,-42.64437438,-13.87146793,-15.68805274,0.41815787,1.926980682,2.178678683,1.518528177,2.13225129,2.665153297,1.262891918,2.042318885,2.256581739,2.315111349,1.491371255,1.337235332,2.080330174,2.097850973,1.852434825,0.018604626
800,811,811,-0.165285871,0.035911583,-1.072089751,0.145084084,-1.624117363,-0.543656945,-0.596366122,-2.021068604,-0.938773986,2.380508532,-1.552473641,-2.085222975,-44.47106318,48.65885842,49.31625599,-41.74809588,32.43316084,2.929229769,2.231977832,2.569173841,3.072711136,1.162776577,-0.026527081,1.615796315,1.624045091,1.243096089,2.131035522,2.972763691,-0.195557712,2.86320015,0.770615879,1.610675908,-0.125839877
801,4314,4314,-1.33782411,-1.984027252,2.449587558,-0.006403777,1.79314021,1.474638536,-1.004450723,-0.617404681,0.09948266,-2.672661971,2.751236666,0.221518022,33.65832487,54.32572405,1.688376463,-56.97483182,-8.715172414,2.127900773,1.235884653,0.764717456,1.659015833,2.901645618,1.056946943,1.91755223,1.086902689,2.089819394,2.122791169,1.459320251,2.005078134,1.24158583,0.576142364,1.63599571,-0.334763623
802,7424,7424,-0.892486092,-1.441712181,-0.346859372,2.020251976,-1.548873839,0.747426706,-2.818379567,1.560931807,2.070688753,-0.259728717,-0.793141993,0.727375874,54.9723415,-3.11523455,58.25517545,-4.898913849,38.58854195,0.600176044,3.080908073,0.589664556,3.02813829,2.673762615,0.703723425,2.308063151,0.551810242,1.270596078,2.66494815,0.430944717,0.844552022,2.20670044,0.514319807,0.836641392,-0.165979349
803,3678,3678,-0.551039746,1.654527153,-1.105774264,1.746605393,-0.327739327,2.069980226,-2.788175193,1.65156276,1.267340328,1.202348504,0.245715529,1.911514696,62.48112405,33.64442105,-32.73923745,18.76284878,-6.917809692,2.460270359,1.515341353,3.041188783,1.24909901,2.208117895,2.912001462,1.115230521,2.359188748,1.927488806,-0.391982695,2.437512299,1.517148025,3.254927509,0.855123084,-0.272589905,0.379049752
804,4777,4777,1.487778575,-0.415892907,-1.62124247,1.678380665,-0.956507689,-1.403019746,-2.002563866,1.698151918,1.288720744,1.470130982,-2.195346544,0.669340738,-27.23474186,-33.71912418,-37.90768433,-10.94714507,12.67090375,2.708498636,3.666790555,1.851595864,0.273325588,0.93880493,1.996296644,0.964442878,1.930954897,1.432534865,2.007755552,1.31764627,0.971336937,2.256806112,1.925011445,1.24702251,0.759617545
805,4318,4318,-0.402977714,-2.295975498,0.242590594,2.956370925,-0.980911576,2.873654914,2.993527364,0.402435831,1.411513259,2.089897488,-0.803453447,-0.425865615,1.056845616,5.949285731,38.47556208,44.63919127,-0.682582632,1.151236248,0.388643368,1.493165393,2.394258153,2.024591593,2.420395619,2.13775079,0.957137647,2.343396203,1.440005299,1.356474279,1.854365474,2.552159149,0.986233117,1.341314417,0.721472042
806,37,37,0.103284541,2.651758573,0.824089462,-0.362187353,-0.772915771,-1.546005595,-0.384529151,1.271405673,0.76206893,0.825333701,-1.021443723,-0.779569686,60.24190269,72.37046997,28.90756999,13.76111888,-44.15191803,2.252200854,2.458763196,1.45646768,1.959650433,2.279282613,1.135548972,2.474642225,1.780346965,1.014533527,2.678148919,0.007372581,2.690249796,0.333783951,1.809580876,1.138522174,-0.266466159
807,7748,7748,1.154268119,1.902438956,-1.309255783,1.196490103,1.72970971,-0.397223933,-1.757958191,-0.674943515,0.178207779,2.597416815,-2.081429785,-0.808870174,27.56175287,-15.80482947,26.94188052,-46.20411805,-67.48298479,1.053050548,1.761383943,2.374937582,1.462884748,1.314907183,1.092183909,-0.202506335,1.116683353,2.766313703,0.993102863,1.254071495,1.801121239,1.454684962,1.003068543,1.841868052,0.087544888
808,2438,2438,2.643596503,-0.086269493,0.498361811,-2.535283749,2.739646957,0.215518362,-0.110452355,0.886029426,0.231130154,1.636831248,-2.751152528,2.303519057,-19.76179615,47.37190312,-25.08562867,57.27272226,-3.59930836,1.910153012,2.555160958,2.030346102,1.246415382,0.624218783,1.169174894,0.275710326,1.783861734,1.314613187,1.312091875,1.236416548,0.394818555,2.520269996,2.870003394,1.830547397,-0.142465463
809,5749,5749,-0.581769257,0.469425392,-0.808176723,1.880398485,2.287463824,-0.052756084,0.165257184,0.431218545,0.796826517,-1.630872044,1.141750755,2.200257684,-49.52544138,5.83797572,18.52937269,-63.22826726,45.35493198,1.594102139,2.646385954,0.053987083,2.800545309,1.982973022,2.217621561,1.713812395,1.691637698,0.488690959,1.653115887,1.914495377,0.835824349,2.937964959,1.425774642,2.809971976,-0.205374417
810,1646,1646,1.067154812,-2.030116277,-0.193179685,0.934660587,-0.541531174,1.991465927,-1.306062541,0.848628621,-0.617376739,2.135085414,0.013559527,-0.2179767,15.67807772,-0.993980056,69.45054275,72.12079242,2.910393092,1.396593415,-0.049782141,0.512316385,0.741026495,0.69790079,3.332296016,0.569934007,1.003676801,2.693753436,2.850499909,1.423305573,1.885435143,2.792859044,0.744010931,2.594928074,0.265247699
811,6829,6829,1.187721445,-0.473602359,2.439824043,-0.890262974,0.375623327,0.494859381,-1.961765598,-1.789347883,-0.998363136,-2.521006468,0.483408621,2.063320426,6.721913792,64.46410821,3.502277907,-51.17993238,-17.23442374,0.953910925,2.334127628,-0.050962655,2.128309379,0.892663235,-0.052633276,2.30911031,1.88123304,1.918285419,2.002449066,2.593496019,0.884319872,0.983545133,2.503662819,1.766782495,0.686095057
812,3253,3253,1.252495404,0.45405405,0.703152768,-0.42810465,-1.142772845,-1.137745178,-2.516236065,-0.560956892,-0.681758955,-1.25819522,1.215128647,-0.898953339,7.762312135,59.01163514,-1.459378717,-23.61233998,44.13074527,2.018386553,2.157661824,1.483983446,1.113849702,1.058827197,0.713581437,2.907548783,2.322280299,0.790135448,1.419165913,0.988082913,1.795155698,2.576467158,1.662764069,0.903775391,0.327368549
813,7976,7976,-0.363820343,1.531325029,-0.350273575,-0.388137252,0.583249603,-1.142432356,0.715882086,2.475332445,0.15862397,1.288930223,0.273425079,1.365241615,-43.56242541,1.616859123,22.40132116,-4.764392748,27.33686784,1.804989274,0.58190354,2.326946317,1.774199015,2.382730916,2.747281555,2.067913662,1.960172496,1.508450681,2.426066613,3.479550216,1.541106635,0.64629424,2.255491139,0.037887048,-0.134701093
814,4123,4123,-2.078635044,-0.6345713,1.914413234,-1.198902486,-0.185269723,2.278059257,-0.160355585,0.3870036,0.561738321,-1.62655727,-1.364384195,-0.497223667,-37.71690464,-64.79822813,-61.76561376,49.04044446,-51.25433586,2.440578883,1.066303781,2.418846768,2.337877032,2.336831853,-0.045757329,1.530179532,0.918222007,1.393585273,0.387450892,1.789352892,0.244088284,1.641129949,2.04015903,2.070491347,0.113987399
815,7729,7729,-0.228028174,-0.067864661,-0.765537568,-1.664625459,0.461986181,0.38865126,0.702538509,-1.980343782,1.192594993,-1.705721731,1.460235407,3.267297029,60.75129689,-15.44676178,-3.289309582,-15.21095619,49.93271661,0.57000136,2.878428117,1.018479839,0.614646432,0.53094375,2.42885033,3.39411322,2.459542375,1.892629712,1.031143329,1.670748773,0.281616519,1.793112524,1.777306128,2.226925338,0.730889089
816,692,692,2.287564987,-1.069582663,-2.186864151,-1.920440466,-1.849545521,2.178855254,1.636476349,0.600846348,2.67504241,2.037553872,-0.469805788,2.123347651,70.16913809,-22.5425633,13.54883458,-41.42669773,-5.541337391,1.276273977,1.997815141,-0.028620573,1.647462388,2.136209846,1.934723251,1.18167941,2.085364023,2.03040924,1.647971514,1.278618948,1.732231549,1.477032141,0.853448289,2.044837282,0.484706429
817,444,444,1.606964936,-0.43529849,2.243137004,-0.605174157,-1.760369037,-0.616627163,1.042700347,3.246759128,-0.039070213,0.70434011,1.477937288,-1.014601989,-41.4965156,57.82952034,-20.5245269,-1.524007634,1.116533598,1.625467369,0.474973065,1.942000257,1.738319669,1.168984372,2.109685286,0.7540041,2.686857041,1.106363581,1.859999512,0.594533164,1.783511328,1.003538175,0.794702455,1.485027081,0.432144346
818,4618,4618,-1.454226647,2.29227718,0.917589297,-1.291862021,1.525190916,-1.121840575,1.296631136,1.48726391,-1.321917105,0.961788739,-0.224482525,-0.229393214,5.273899445,25.72882559,37.82662324,-58.24454438,15.01347579,2.436851325,0.713478706,2.087075565,-0.731235298,2.680461657,1.745703525,1.332578412,2.22279438,1.411499794,0.089789497,0.951941565,1.353119059,0.565940917,1.266122624,2.191892118,0.967373226
